img,url
/assets/img/icons/mvp.png,https://mvp.microsoft.com/en-us/PublicProfile/5000824
/assets/img/icons/fb.png,https://www.facebook.com/boyko.ant
/assets/img/icons/tw.png,https://twitter.com/BoykoAnt
/assets/img/icons/in.png,https://www.linkedin.com/in/boykoant
/assets/img/icons/.png,http://www.mycertprofile.com/Profile/8861740279
